alarms,,,,,,,,
spname,ALID,idTSN,setCEID,clearCEID,category,isEnabled,isSet,ALTX
gemprober,16779766,U4,0,0,0,1,0,UNABLE TO CLEAR LOADER MOTOR ALARM
gemprober,16779768,U4,0,0,0,1,0,UNABLE TO MAGNETIZATION LOADER MOTOR
gemprober,16779770,U4,0,0,0,1,0,UNABLE TO RELEASE LOADER MOTOR BRAKE
gemprober,16779816,U4,0,0,0,1,0,INITIAL PROCESSING ERROR
gemprober,16779826,U4,0,0,0,1,0,UNABLE TO READ HARD DISK MACHINE DATA
gemprober,16779828,U4,0,0,0,1,0,UNABLE TO READ CASSETTE DATA ON HARD DISK
gemprober,16779830,U4,0,0,0,1,0,UNABLE TO READ HARD DISK MOTOR DATA
gemprober,16779831,U4,0,0,0,1,0,UNABLE TO WRITE MACHINE DATA TO HARD DISK
gemprober,16779832,U4,0,0,0,1,0,UNABLE TO WRITE MOTOR DATA TO HARD DISK
gemprober,16779833,U4,0,0,0,1,0,UNABLE TO WRITE CASSETTE DATA TO HARD DISK
gemprober,16779836,U4,0,0,0,1,0,UNABLE TO DELETE TASK FOR LOADER INTERRUPT PROCESS
gemprober,16779838,U4,0,0,0,1,0,UNABLE TO DELETE LOADER INITIAL TASK
gemprober,16779840,U4,0,0,0,1,0,UNABLE TO LOAD FUNCTION TASK DELETE
gemprober,16779842,U4,0,0,0,1,0,"UNABLE TO LOAD DIAGNOSTIC, TASK DELETED"
gemprober,16779843,U4,0,0,0,1,0,CANNOT DELETE LOADER SLIDE TASK
gemprober,16779848,U4,0,0,0,1,0,UNABLE TO DELETE MESSAGE q FOR LOADER INITIAL TASK
gemprober,16779850,U4,0,0,0,1,0,UNABLE TO DELETE MESSAGE q FOR LOADER FUNCTION TASK
gemprober,16779852,U4,0,0,0,1,0,UNABLE TO DELETE MESSAGE q FOR LOADER DIAGNOSTIC TASK
gemprober,16779853,U4,0,0,0,1,0,CANNOT DELETE MESSAGE q FOR LOADER SLIDE TASK
gemprober,16779916,U4,0,0,0,1,0,UNEXPECTED MESSAGE RECEIVED
gemprober,16779917,U4,0,0,0,1,0,UNDEFINED ERROR MESSAGE
gemprober,16779918,U4,0,0,0,1,0,FORMAT ERROR MESSAGE RECEIVED
gemprober,16779926,U4,0,0,0,1,0,ORIGIN POSITION TRANSFER NOT COMPLETED
gemprober,16779927,U4,0,0,0,1,0,ARMS NOT INTERRUPTING ORIGIN SENSORS
gemprober,16779928,U4,0,0,0,1,0,THE INDEX IS TOO LARGE
gemprober,16779936,U4,0,0,0,1,0,UNLOAD ALARM STOP WAFER
gemprober,16779966,U4,0,0,0,1,0,UNLOAD ALARM STOP WAFER
gemprober,16779967,U4,0,0,0,1,0,WAFER TAKE­OUT COMPLETE
gemprober,16779986,U4,0,0,0,1,0,WAFER REARRANGING COMPLETED
gemprober,16779987,U4,0,0,0,1,0,WAFER REARRANGING DATA DEFECT
gemprober,16780017,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 1 OF CASSETTE 1
gemprober,16780018,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 2 OF CASSETTE 1
gemprober,16780019,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 3 OF CASSETTE 1
gemprober,16780020,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 4 OF CASSETTE 1
gemprober,16780021,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 5 OF CASSETTE 1
gemprober,16780022,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 6 OF CASSETTE 1
gemprober,16780023,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 7 OF CASSETTE 1
gemprober,16780024,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 8 OF CASSETTE 1
gemprober,16780025,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 9 OF CASSETTE 1
gemprober,16780026,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 10 OF CASSETTE 1
gemprober,16780027,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 11 OF CASSETTE 1
gemprober,16780028,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 12 OF CASSETTE 1
gemprober,16780029,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 13 OF CASSETTE 1
gemprober,16780030,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 14 OF CASSETTE 1
gemprober,16780031,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 15 OF CASSETTE 1
gemprober,16780032,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 16 OF CASSETTE 1
gemprober,16780033,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 17 OF CASSETTE 1
gemprober,16780034,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 18 OF CASSETTE 1
gemprober,16780035,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 19 OF CASSETTE 1
gemprober,16780036,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 20 OF CASSETTE 1
gemprober,16780037,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 21 OF CASSETTE 1
gemprober,16780038,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 22 OF CASSETTE 1
gemprober,16780039,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 23 OF CASSETTE 1
gemprober,16780040,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 24 OF CASSETTE 1
gemprober,16780041,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 25 OF CASSETTE 1
gemprober,16780042,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 26 OF CASSETTE 1
gemprober,16780043,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 27 OF CASSETTE 1
gemprober,16780044,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 28 OF CASSETTE 1
gemprober,16780045,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 29 OF CASSETTE 1
gemprober,16780046,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 30 OF CASSETTE 1
gemprober,16780047,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 31 OF CASSETTE 1
gemprober,16780117,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 1 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780118,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 2 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780119,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 3 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780120,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 4 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780121,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 5 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780122,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 6 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780123,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 7 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780124,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 8 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780125,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 9 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780126,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 10 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780127,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 11 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780128,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 12 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780129,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 13 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780130,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 14 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780131,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 15 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780132,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 16 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780133,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 17 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780134,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 18 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780135,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 19 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780136,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 20 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780137,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 21 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780138,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 22 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780139,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 23 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780140,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 24 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780141,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 25 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780142,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 26 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780143,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 27 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780144,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 28 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780145,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 29 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780146,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 30 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780147,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 31 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
gemprober,16780166,U4,0,0,0,1,0,THERE IS NO NUMBER 1 CARRIER
gemprober,16780167,U4,0,0,0,1,0,THERE IS NO NUMBER 2 CARRIER
gemprober,16780168,U4,0,0,0,1,0,THERE ARE NO CARRIERS
gemprober,16780171,U4,0,0,0,1,0,NO. 1 CASSETTE HAS NOT BEEN CLAMPED
gemprober,16780172,U4,0,0,0,1,0,NO. 2 CASSETTE HAS NOT BEEN CLAMPED
gemprober,16780173,U4,0,0,0,1,0,CANNOT RELEASE CASSETTE 1
gemprober,16780174,U4,0,0,0,1,0,CANNOT RELEASE CASSETTE 2
gemprober,16780175,U4,0,0,0,1,0,LOAD PORT 1 WILL NOT GO FLAT
gemprober,16780176,U4,0,0,0,1,0,LOAD PORT 2 WILL NOT GO FLAT
gemprober,16780177,U4,0,0,0,1,0,LOAD PORT 1 WILL NOT TILT
gemprober,16780178,U4,0,0,0,1,0,CASSETTE 2 WILL NOT TILT
gemprober,16780186,U4,0,0,0,1,0,A WAFER IS PROTRUDING FROM CASSETTE 1
gemprober,16780187,U4,0,0,0,1,0,A WAFER IS PROTRUDING FROM CASSETTE 2
gemprober,16780196,U4,0,0,0,1,0,SMIF COMMUNICATION ERROR
gemprober,16780206,U4,0,0,0,1,0,MOVEMENT OF THE LOADER Z FAILED
gemprober,16780207,U4,0,0,0,1,0,THERE IS NO EMPTY SLOT
gemprober,16780208,U4,0,0,0,1,0,THE LOADER Z IS NOT AT THE HOME POSITION
gemprober,16780209,U4,0,0,0,1,0,"THE LOADER Z FAILED TO MOVE, OR THERE IS NO EMPTY SLOT"
gemprober,16780210,U4,0,0,0,1,0,ADJUSTMENT WAS NOT COMPLETED.
gemprober,16780217,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 1 OF CASSETTE 2
gemprober,16780218,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 2 OF CASSETTE 2
gemprober,16780219,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 3 OF CASSETTE 2
gemprober,16780220,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 4 OF CASSETTE 2
gemprober,16780221,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 5 OF CASSETTE 2
gemprober,16780222,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 6 OF CASSETTE 2
gemprober,16780223,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 7 OF CASSETTE 2
gemprober,16780224,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 8 OF CASSETTE 2
gemprober,16780225,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 9 OF CASSETTE 2
gemprober,16780226,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 10 OF CASSETTE 2
gemprober,16780227,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 11 OF CASSETTE 2
gemprober,16780228,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 12 OF CASSETTE 2
gemprober,16780229,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 13 OF CASSETTE 2
gemprober,16780230,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 14 OF CASSETTE 2
gemprober,16780231,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 15 OF CASSETTE 2
gemprober,16780232,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 16 OF CASSETTE 2
gemprober,16780233,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 17 OF CASSETTE 2
gemprober,16780234,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 18 OF CASSETTE 2
gemprober,16780235,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 19 OF CASSETTE 2
gemprober,16780236,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 20 OF CASSETTE 2
gemprober,16780237,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 21 OF CASSETTE 2
gemprober,16780238,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 22 OF CASSETTE 2
gemprober,16780239,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 23 OF CASSETTE 2
gemprober,16780240,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 24 OF CASSETTE 2
gemprober,16780241,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 25 OF CASSETTE 2
gemprober,16780242,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 26 OF CASSETTE 2
gemprober,16780243,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 27 OF CASSETTE 2
gemprober,16780244,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 28 OF CASSETTE 2
gemprober,16780245,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 29 OF CASSETTE 2
gemprober,16780246,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 30 OF CASSETTE 2
gemprober,16780247,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 31 OF CASSETTE 2
gemprober,16780317,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 1 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780318,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 2 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780319,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 3 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780320,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 4 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780321,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 5 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780322,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 6 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780323,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 7 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780324,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 8 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780325,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 9 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780326,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 10 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780327,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 11 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780328,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 12 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780329,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 13 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780330,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 14 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780331,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 15 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780332,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 16 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780333,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 17 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780334,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 18 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780335,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 19 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780336,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 20 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780337,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 21 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780338,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 22 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780339,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 23 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780340,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 24 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780341,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 25 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780342,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 26 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780343,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 27 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780344,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 28 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780345,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 29 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780346,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 30 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780347,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 31 OF CASSETTE 2 SO WAFER CANNOT BE UNLOADED
gemprober,16780416,U4,0,0,0,1,0,THERE WAS A MAPPING SENSOR ERROR OR THERE ARE NO WAFERS
gemprober,16780417,U4,0,0,0,1,0,CANNOT READ WAFER POSITION
gemprober,16780418,U4,0,0,0,1,0,CANNOT READ PIANO WIRE POSITION
gemprober,16780419,U4,0,0,0,1,0,NO WAFERS IN CASSETTE
gemprober,16780420,U4,0,0,0,1,0,DID NOT READ WAFER MAP
gemprober,16780421,U4,0,0,0,1,0,CANNOT DETECT MAPPING SENSOR POSITION
gemprober,16780422,U4,0,0,0,1,0,MAPPING SENSOR INTERRUPT ERROR
gemprober,16780466,U4,0,0,0,1,0,CASSETTE 1 IS FOR REJECTS. LEAVE IT EMPTY
gemprober,16780467,U4,0,0,0,1,0,CASSETTE 2 IS FOR REJECTS. LEAVE IT EMPTY
gemprober,16780476,U4,0,0,0,1,0,WAFER THICKNESS ERROR
gemprober,16780517,U4,0,0,0,1,0,THE POSITION OF THE 1ST WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780518,U4,0,0,0,1,0,THE POSITION OF THE 2ND WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780519,U4,0,0,0,1,0,THE POSITION OF THE 3RD WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780520,U4,0,0,0,1,0,THE POSITION OF THE 4TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780521,U4,0,0,0,1,0,THE POSITION OF THE 5TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780522,U4,0,0,0,1,0,THE POSITION OF THE 6TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780523,U4,0,0,0,1,0,THE POSITION OF THE 7TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780524,U4,0,0,0,1,0,THE POSITION OF THE 8TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780525,U4,0,0,0,1,0,THE POSITION OF THE 9TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780526,U4,0,0,0,1,0,THE POSITION OF THE 10TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780527,U4,0,0,0,1,0,THE POSITION OF THE 11TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780528,U4,0,0,0,1,0,THE POSITION OF THE 12TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780529,U4,0,0,0,1,0,THE POSITION OF THE 13TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780530,U4,0,0,0,1,0,THE POSITION OF THE 14TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780531,U4,0,0,0,1,0,THE POSITION OF THE 15TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780532,U4,0,0,0,1,0,THE POSITION OF THE 16TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780533,U4,0,0,0,1,0,THE POSITION OF THE 17TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780534,U4,0,0,0,1,0,THE POSITION OF THE 18TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780535,U4,0,0,0,1,0,THE POSITION OF THE 19TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780536,U4,0,0,0,1,0,THE POSITION OF THE 20TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780537,U4,0,0,0,1,0,THE POSITION OF THE 21ST WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780538,U4,0,0,0,1,0,THE POSITION OF THE 22ND WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780539,U4,0,0,0,1,0,THE POSITION OF THE 23RD WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780540,U4,0,0,0,1,0,THE POSITION OF THE 24TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780541,U4,0,0,0,1,0,THE POSITION OF THE 25TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780542,U4,0,0,0,1,0,THE POSITION OF THE 26TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780543,U4,0,0,0,1,0,THE POSITION OF THE 27TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780544,U4,0,0,0,1,0,THE POSITION OF THE 28TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780545,U4,0,0,0,1,0,THE POSITION OF THE 29TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780546,U4,0,0,0,1,0,THE POSITION OF THE 30TH WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780547,U4,0,0,0,1,0,THE POSITION OF THE 31ST WAFER FROM THE BOTTOM IS INCORRECT. CANNOT
gemprober,16780616,U4,0,0,0,1,0,THE WAFER IS SLANTED
gemprober,16780617,U4,0,0,0,1,0,THE WAFER IN SLOT 1 IS SLANTED
gemprober,16780618,U4,0,0,0,1,0,THE WAFER IN SLOT 2 IS SLANTED
